,Article_ID,Text
209,Completion Report_100,"( Completed at 0615 hrs)    It is possible that had we rigged it up w ith the lifting nubbin we would probably have been able to push the packer through at  the first attempt. Once the hydraulic hoses were accessible I realised that one of the crossover fittings supplied by the Hydraulic engineer ( the   male fitting to the pressure supply line ) did not fit the only other female connection on the Top Drive hoses. A toolbox talk was called to discuss the final rig up procedur e at 0630 hrs whereupon I pointed this out to the Toolpusher,  Kim, who called for the Hydraulic Engineer to assist. While the engineer was sourcing the correct fitting the ni ght shift rig crew handed over to the day shift crew. By 0730 hrs the anti rotation bracket an d all hoses were connected, however alth ough the release pressure and function  appeared as per requirements, the hydraulic gauge was showing no pressure reading. Again the Hydraulic Engineer was called to assist. After fault finding and by a process of elimin ation it was discovered that the first e ngineer who had made up the crossovers fo r  us pre job, had identified the wrong hose as the pressure hose. This whole exercise took us to 0850 hrs when the correct hose and fittings were attached to the tool and a successful function  test and reading of the pressure was achieved. The CDS tool was ready for use at 0900 hrs. There are a number of factors involved here which contributed to  the excessive amount of time be ing taken to rig up, namely:-     We did not properly consider the problems of landing the CDS tool in the casing as opposed to our usual practice of rigging  up from the rotary table."
210,Completion Report_110,"Having only experienced this problem with the packer cup once before (although this was on The Innovator) I did not  anticipate that this c ould be a recurring problem. Doc no     Date Rev no  10 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc   The original plan was altered from lifting nubbin to lifting cap an d thereafter a series of trial and error attempts followed. The wrong crossover parts were supplied by the rig personnel who mistakenly identified the wrong hose from the Top Drive as  the hydraulic power supply and therefore we were unable to connect  and test the tool satisfactor ily once the CDS tool had been  located in the casing stump    The problems encountered took place through a shift changeov er where time was taken to do handovers and toolbox talks. These are all incidents that, with hindsight, are easily avoidable and not likely to be repeated in the future. Immediate solution:    Future recommended solution:      Subject:   Running 13 3/8"" csg using Tesco's CDS (Casing Drive System)   Section:   NO 15/9-F-15 A, 17 1/2""  Rep date: 23.Dec.2008    Keywords: CASING/LINER    Downtime:     Pot time improvements:    Comp inv: UNKNOWN   References:    Synergi no:     Cost:      Synergi desc:    Description:  Running Casing. Although the tool performed as e xpected there were a number of problems with the PRS which caused lengthy delays between  running each joint. The two arms were out of alignment causing difficulties wh en stabbing the casing into the one in the rotary table. This resulted in joints being repeatedly backed out until they  could be effectively torqued by  the casing hands ( sometimes as  much as 45 mins between connections )    At this point the conventional CDS tool co mplete with bails and elevator would ha ve been more appropriate for the job,  however since we were adapted to run stands from the derrick which were not there, our hands were tied. The CDS tool proved its use at 1468m wher e the casing ran into the dogleg and repeat ed working of the casing combined with  applied torque down the string helped to successfully get us through. Had this been a conventional casing job, th e casing would not have  gone any further."
211,Completion Report_120,"The remainder of the casing joints and stands  in the derrick were successfully run with the CDS tool being used to reciprocate  and circulate through further tight spots. Immediate solution:    Future recommended solution:     Doc no     Date Rev no  11 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 3.3 Incidents by service and company      SERVICE COMPANY: Directional Drilling DDR  Schlumberger   WELLBORE: NO 15/9-F-15 A    Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  28.Dec.2008 DDR-08 Other 1059699 Broke out Xceed  on the btm sub of  the Ecoscope by  mistake. 30000 1440000 0.5 100 0.5       Doc no     Date Rev no  12 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc WELLBORE: NO 15/9-F-15 C     Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  19.Jan.2009 DDR-E36 Other 1064291 Failure on 12 1/4""  Powerdrive exceed 915000 1440000 15.3 100 15.3     Total 945000    15.8      SERVICE COMPANY: Directional survey DIR SURV  Gyrodata   WELLBORE: NO 15/9-F-15 A    Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  06.Jan.2009 DIR SURV-E02  Special logging  equipment     1.0 100 1.0     Total 0    1.0      SERVICE COMPANY: Rig Operations RIG  Mærsk Contractors   WELLBORE: NO 15/9-F-15 A    Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  20.Nov.2007 RIG-E388 General     0.3 100 0.3  25.Dec.2007 RIG-E14 Mud pumps     1.3 100 1.3  28.Dec.2007 RIG-E345 Elevator     0.8 100 0.8  29.Dec.2007 RIG-E345 Elevator     5.0 100 5.0  10.Sep.2008 RIG-E348 Slips     1.0 100 1.0  18.Sep.2008 RIG-E341 Vert pipe  handling system 1038867 Not able to release  fingers in  fingerboard 45000 1440000 0.8 100 0.8  19.Sep.2008 RIG-E349 Misc. software 1038981 Not able to control  TDS via  DWS/VICIS 375000 1440000 6.3 100 6.3  13.Dec.2008 RIG-E341 Vert pipe  handling system 1057100 Faulty spooling on  PRS lifting wire  drums 30000 1440000 0.5 100 0.5  14.Dec.2008 RIG-E341 Vert pipe  handling system 1057266 Bent stand of 5  1/2"" DP when  picking from  fingerboard 30000 1440000 0.5 100 0.5  15.Dec.2008 RIG-E341 Vert pipe  handling system 1057921 Hydraulic leak on  aft PRS 30000 1440000 0.5 100 0.5  17.Dec.2008 RIG-E388 General 1057918 Malfunction on  FMS (flush  mounted spider) 105000 1440000 1.8 100 1.8  Doc no     Date Rev no  13 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  17.Dec.2008 RIG-E348 Slips 1058670 Problem with  hydraulics on PS- 30. 45000 1440000 0.8 100 0.8  17.Dec.2008 RIG-E347 Pipe  handling equ/sys  other 1058671 Problem with HTS  rollers. 30000 1440000 0.5 100 0.5  18.Dec.2008 RIG-E341 Vert pipe  handling system 1058673 Not able to  align/stab casing  joint correctly. 45000 864000 1.3 100 1.3  22.Dec.2008 RIG-E348 Slips 1059069 PS21 slips locked  in closed position. 150000 1440000 2.5 100 2.5  24.Dec.2008 RIG-E347 Pipe  handling equ/sys  other 1059138 HTS would not  run. 60000 1440000 1.0 100 1.0  24.Dec.2008 RIG-E10 Drawwork 1059140 Drawwork  malfunction. 30000 1440000 0.5 100 0.5  24.Dec.2008 RIG-E347 Pipe  handling equ/sys  other 1059141 Trouble shot PDM  malfunction."
212,Completion Report_130,"120000 1440000 2.0 100 2.0  24.Dec.2008 RIG-E347 Pipe  handling equ/sys  other 1059142 Problem with  HHTS belt. 45000 1440000 0.8 100 0.8  25.Dec.2008 RIG-E345 Elevator 1059265 Bx-elevator  malfunction. 330000 1440000 5.5 100 5.5  28.Dec.2008 RIG-E345 Elevator 1059700 BX-elevators  opened without  command. 75000 1440000 1.3 100 1.3  30.Dec.2008 RIG-E346 Manual  tongs 1060046 Problem with PRS  bladder on lower  arm. 30000 1440000 0.5 100 0.5  31.Dec.2008 RIG-E346 Manual  tongs 1060159 Double of 10 3/4""  casing slided across  the drill floor resting against TDS  hoses. 2.0 100 2.0  01.Jan.2009 RIG-E346 Manual  tongs 1060247 Hydraulic leak on  hose in cable tray  on aft PRS drag  chain. 225000 1028571 5.3 100 5.3  06.Jan.2009 RIG-E388 Genera l     1.3 100 1.3  07.Jan.2009 RIG-E345 Elevator     6.3 100 6.3  08.Jan.2009 RIG-E345 Elevator     0.5 100 0.5  08.Jan.2009 RIG-E345 Elevator     0.3 100 0.3  10.Jan.2009 RIG-E345 Elevator     0.8 100 0.8  10.Jan.2009 RIG-E345 Elevator     0.8 100 0.8  10.Jan.2009 RIG-E345 Elevator     2.0 100 2.0  10.Jan.2009 RIG-E388 Genera l     0.8 100 0.8          Doc no     Date Rev no  14 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc WELLBORE: NO 15/9-F-15 C     Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  19.Jan.2009 RIG-E341 Vert pipe  handling system 1064018 Excess time used  for service on PRS 60000 1440000 1.0 100 1.0  19.Jan.2009 RIG-E341 Vert pipe  handling system 1064289 Slack hoist wire on  aft PRS 120000 1440000 2.0 100 2.0  21.Jan.2009 RIG-E324 Mud  mixing/storage 1065054 Blockage in  circulation system 465000 1440000 7.8 100 7.8  24.Jan.2009 RIG-E347 Pipe  handling equ/sys  other 1065078 Joint of 9 5/8""  casing driven off  power rollers 315000 1440000 5.3 100 5.3  25.Jan.2009 RIG-E07 Top drive 1065483 Problems with  hydraulic valve on  TDS 270000 1440000 4.5 100 4.5  26.Jan.2009 RIG-E321 Bulk  storage 1065666 Problems with  cement bulk  transfer 45000 1440000 0.8 100 0.8  13.Feb.2009 RIG-08 Unsceduled  maintenance     1.3 100 1.3      WELLBORE: NO 15/9-F-15 B     Quality cost Downtime  Incident start  time Failure code Synergi  no Title  NOK  NOK/d Total  hrs Comp  share  % Comp  share  hrs  14.Jan.2009 RIG-E388 Genera l     3.5 100 3.5     Total 3075000    80.8       3.4 Time distribution    Budget TL Actual  Section Start time Length  m hrs days hrs days hrs days Ops  (f)  NO 15/9-F-15 36"" 18.Nov.2007 23:45 81. 0 83.5 3.5 52.0 2.2 57.8 2.4 99.6  NO 15/9-F-15 26"" 22.Dec.2007 21:45 1155.0 334.0 13.9 194.0 8.1 312.2 13.0 95.2  NO 15/9-F-15 A 17 1/2"" 11.Dec.2008 15:00 1210.0 361.0 15.0 117.5 4.9 307.0 12.8 97.3  NO 15/9-F-15 A 8 1/2"" 24.Dec.2008 10:00 1504.0 627.0 26.1 114.0 4.8 342.3 14.3 91.9  NO 15/9-F-15 A PERM P&A 08.Jan.2009 06: 00 2.0 187.0 7.8 53.5 2.2 126.3 5.3 95.6  NO 15/9-F-15 B 8 1/2"" 13.Jan.2009 12:15 287.0 195.0 8.1 40.0 1.7 43.5 1.8 92.0  NO 15/9-F-15 B PERM P&A 15.Jan.2009 07:45 -60.0 116.0 4.8 44.0 1.8 86.3 3.6 100.0  NO 15/9-F-15 C 12 1/4"" 18.Jan.2009 22:00 345.0 238.0 9.9 103.5 4.3 195.5 8.1 81.3  NO 15/9-F-15 C 8 1/2"" 11.Feb.2009 07:45 312.0 541.0 22.5 161.0 6.7 72.8 3.0 98.3  Sum   2682.5 111.6 879.5 36.7 1543.7 64.3    Doc no     Date Rev no  15 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc            Doc no     Date Rev no  16 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc The graph above is based on the following details:    Section Downtime Uptime Quality  time Waiting time Total time  15/9-F-15 36"" 0.0 2.4 0.0 0.0 2.4  15/9-F-15 26"" 0.6 10.9 1.3 0.2 13.0  15/9-F-15 A 17 1/2"" 0.3 12.3 0.0 0.2 12.8  15/9-F-15 A 8 1/2"" 1.2 10.1 3.0 0.0 14.3  15/9-F-15 A PERM P&A 0.2 4.6 0.0 0.5 5.3  15/9-F-15 B 8 1/2"" 0.1 1.7 0.0 0.0 1.8  15/9-F-15 B PERM P&A 0.0 3.3 0.0 0.3 3.6  15/9-F-15 C 12 1/4"" 1.5 6.6 0.0 0.0 8.1  15/9-F-15 C 8 1/2"" 0.1 3.0 0.0 0.0 3.0  Total 4.1 54.8 4.3 1.1 64.3      3.5 Cost  Project kind WBS Currency Budget  Actual cost   Drilling well F-15 A, F-15 B  amnd F-15 C L.O046V.002.2A01A01 MNOK 214 160 Doc no     Date Rev no  17 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc Activity highlights  3.6 NO 15/9-F-15, 36"" (18.Nov.2007 23:45)  START: 18.Nov.2007 23:45  145 mMD   END     : 21.Nov.2007 09:30  226 mMD    OBJECTIVE   The main objective with the 36"" section was to drill a vertical hole from seabed at 144m to TD  at approximately 226 mMD (17  1/2'' bit depth). Run and cement the 30"" conductor in correct he ight in propertion to the RKB. Setting the conductor at the  correct height was critical as there was no landing point on the template and the tolerances for the riser installations were  small."
213,Completion Report_140,"SUMMARY   Drilled the 36"" hole from seabed at 149,0 m to 17 1/2"" bit TD at  226m. No boulders was obsereved while drilling the section. At TD the hole was circulated clean with seawater. Final survey  showed an hole angle of 0,03 degrees. Displaced the well to  1,40 sg WBM before pulling out of hole. Run and cemented the 30"" conductor in place with shoe at 196,8 m MD. BIT RUNS   The section was drilled with a 36"" hole opener. The hole opener configuration compiles of a17 1/2"" Smith bit being rerun and a 26"" x 36"" hole opener. 36"" Smith Red Baron, Bit Type : HOLEOPEN. 6x12 6x12 TFA: 1,326  Remark: 26"" x 36"" Hole Opener."
214,Completion Report_150,"17 ½"" Smith Bits, Bit Type: XR +. 3X18 1X14 TFA 0,896  Remark: Rerun bit    DRILLING FLUID   Used seawater to drill the 36"" section sweeping 20 m3 hi-vis pills prior to connections. At  TD the hole was swept with a 25 m3  hi-vis pill and displaced to 1.40 sg bentonitt mud prior to pull BHA. CASING   The 30"" conductor compiles of a X-65 456,6 lb/ft RL-4 HC 30""  conductor wellhead housing, , with a crossover from X-65  456,6 lb/ft RL-4 HC to X-65 456,6 lb/ft ST-2 below. Below crossover there is two standard jo ints, X-52 309,7 lb/ft ST-2, and shoe joint with the same specifications as above. On F-15 the conductor was run and cemented with top conductor housing at 139,7 m MD  and shoe at 220,6 m MD. The setting depth was verified using Digiquartz. After slacking of  weight to 79 MT as the last Digiquartz reading was taken,  the 30"" wellhead housing on F-15 was 94 mm deeper set than F-7 30"" conductor wellhead housing. MWD/BHA   Used MWD, Powerpulse 900, to monitor hole inclination while  drilling. Maximum inclination in the 36"" section was 0.21  degree."
215,Completion Report_160,"CEMENTING   Cemented 30"" conductor pumping 53.7 m 3 1.52 sg Tuned Light XL cement slurry. Returns to seabed was confirmed during  the cement job. LOGGING   No logging was performed during the 36"" section. Doc no     Date Rev no  18 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc 3.7 NO 15/9-F-15, 26"" (22.Dec.2007 21:45)   START: 22.Dec.2007 21:45  226 mMD   END     : 20.Sep.2008 04:00  1381 mMD    OBJECTIVE   The main objective for the 26"" section is to set the 20"" casing below Skade Fm. SUMMARY   RIH with 26"" BHA and tagged top cement plug at 217.7 m MD. Drilled and oriented well to TD at 1378 mMD with seawater and hi-vis sweeps. Well displaced to 1.40 sg WB M when pulling BHA to surface. Run and cement 20"" casing with shoe at 1362 m MD. Installed HPDR and drilled out 20"" casing shoetrack. Tagged float collar at 1339 m MD, spo tted LCM pill and performed  casing pressure test."
216,Completion Report_170,"When pressuring up the well to 75 bar a pressure drop of 1. 6 bar/10 min decreasing to 1.3 bar/10 min was experienced. Drilled out 20"" casing shoetrack, spotted LCM pill and attempted to perform second casing pressure test to 75 bar without  success. This time having a 1 bar/10 min pressure drop. Decided to leave out the casing pressure test and instead perform sufficient FIT below the 20” csg shoe as a part of the 17 ½”  section, ref dispensation nr 76943. BIT RUNS   26"" Smith Bits, Bit Type: XR+C (rerun) 2x22 1x20 1x18 TFA=1.298, IADC 115  S/N MY6318    DRILLING FLUID   The 26"" section was drilled with seawater and hi-vis sweeps. At TD the well was circulated clean with 30 m 3 hi-vis, 30 m3 seawater and finally another 30 m3 hi-vis sweep before displacing  well to 1.40 SG mud. Due to tight spots while POOH the well was circulated clean with sea water and RIH to  TD again. The well was then displaced  back to 1.40 SG mud to above Utsira Fm. befo re lubracting out of hole from 1378- to 798 m MD."
217,Completion Report_180,"The well was topped up with .140 sg  mud prior to pull out of hole. CASING   Ran 20"" casing to setting depth of 1357 m MD fil ling it with seawater as it was run in hole. During running of casing several thight spots were encountered . At 1052 m MD 5 mT weight wa s taken and the FAC tool was  engaged. Washed down to 1055 m MD and con tinued running in hole to 1218 m MD. While  preparing to run in with drillpipe  and making up CART, several overpulls were expe rienced, 25 MT and 128 mT, when moving casing. Run in with CART to 1362 m MD washing down from 1294 m MD due to increasing hole drag. Returns seen on well F-5. Landed WH into 30"" conductor and performed casing cement job with full returns on F-15. MWD/BHA   26""  BHA with standard 1125 Mud Motor."
218,Completion Report_190,"MWD (PowerPulse) used for D&I control and gamma Ray/Resist ivity from ARC9 used for pick ing casing setting depth, along  with ECD measurements. GWD and UBHO sub also a part of the BHA and used for dire ctional drilling due to magneti c intereference from neighbouring  wells during kick off. GWD was used down to ~500 m MD when receiving good MWD surveys. CEMENTING  Doc no     Date Rev no  19 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc While circulating during running in hole  with 20"" casing, the ROV observed returns out cement ports on F-5 conductor  housing. After installing 4 x conductor plugs with ROV the re turns were diverted to F-15 circulating with seawater. Mixed and pumped 322 m3 1.52 sg lead slurry at 1300 lpm/25-28 bar. Mixed and pumped 20 m3 1.92 sg tail slurry at 900 lpm /  25 bar. Released top dart . During pumping of cement good returns were observed with ROV from F-15 slot. Displaced and sheared subsea wiper plug by pumping 3 m3 SW with cement unit."
219,Completion Report_200,"Top plug sheared after 1250 ltrs/ 200 bar. Displaced cement with SW at 3000 lpm with full returns on F-15. FCP was 52 bar. Bumped plug with 120 bar, corresponding  to 97.6% pump efficiency. Casing pressure test left out due to problems achieving a good casing pr essure test, ref dispensation nr 76943. LOGGING   No logging performed. 3.8 NO 15/9-F-15 A, 17 1/2"" (11.Dec.2008 15:00)   START: 11.Dec.2008 15:00  1381 mMD   END     : 24.Dec.2008 10:00  2591 mMD    OBJECTIVE   To set 13 3/8"" casing into top Lista Fm. SUMMARY   Drilled out 20"" casing shoetrack and 3 m new formation at 1381  m MD. Some overpull experienced in 26"" rat hole after  spotting LCM pill prior to FIT. Performed FIT to 1.50 sg."
220,Completion Report_210,"Continued drilling and oriented 17 1/2"" hole section from 1381 m MD to 2591 m MD w ith 1.43 sg OBM after plugging back  well F-15. ROP of ~20 m/hrs was dictated by cutting handling system during the section. At TD the hole was circulated clean and th e well was flow checked. Static loss in th e order of 350 ltrs/hr was seen and a 19 m3  LCM pill  was swept and put across the Gr id Fm without any e ffect on loss rate. POOH with 17 1/2"" BHA. Some overpulls, up to 15 mT, experienced  just before entering the 26""  rat hole at 1385 m MD. This  area had earlier proven to be a problematic area. The tight spot was worked past with circualtion and rotation. Area was  worked and the BHA pulled out of hole. Static losse s tailed off as the BHA was pulled out of hole."
221,Completion Report_220,"13 3/8"" casing was run, set and cemented at 2562 m MD. The casing was pressure tested on bump to 345 bar with 1.43 sg  Enviromul OBM. BIT RUNS   17 ½"" Reed-Hycalog, Bit Type: RSR616M. 8 X 15 TFA: 1,381  Bit Grading:    3 2 BT A X IN LT TD    Drilled cement for ~7 hrs from 1048 m to 1083 m and additional 17 hrs circulating while repairing PRS during trip in hole. DRILLING FLUID   The section was drilled with 1.43 sg Enviromul OBM. Baracarb and Steelseal were added to prevent losses in the Grid Fm. An LCM pill was spotted from TD to abov e Grid formation before POOH. The reci py was: Approx 40 kg/ m3 Baracarb 50, 60  kg/m3 Baracarb 150, 50 kg/m3 Steelseal 400, 13 kg/m3 Steelseal 1000 and 5 kg/m3 Baro fibre C. The pill had minor effect as  this seepage loss has been observed on all the oil producers in the 17 ½” sections. CASING   The 13 3/8"" casing was run down to the 20"" csg shoe with BX elevator and bails and from then on using the Tesco tool. Several tight spots were encountered on the way down to the casing setting depth."
222,Completion Report_230,"In the lower Hordaland Fm. 25 mT of  setdown weight was put on the casing without passing the obstruction. By workin g the string with circulation, rotation and  increasing the weight to 30 mT the restriciton was passed having a pack off te ndency at the same time. Doc no     Date Rev no  20 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc When continuing running the casing towards planned setting dept h of ~2586 m MD several tight spots were encountered, but  all of them were worked past by working casing down with circulation and increased weigth put on casing. Still, as washing down on drillpipe a sudden a nd rapid increase in drag was experienced at 2579 m MD without any increase in  the SPP. Up to 40 mT of weight was put on  casing without getting any deeper with it. It was then decided it was necessary to  pull out of hole and lay out casing joints  to set casing heigher than planned. When pulling out of hole while cirulating a 35 bar pressure increase was observed and the pumps were shut down. When  attempting to free the  casing the pressure did not bleed off and it became necessary to work string upwards with 35 mT and  downwards putting on 45 mT. As the casing was worked the trappe d pressure bled off and a circulation rate of 100 lpm was  put on."
223,Completion Report_240,"The circualtion was eventually regained and the pump rate was staged up to 2300 lpm. The casing was pulled and 2 casing joints were laid out . Having  25 mT of drag the casing was worked down to setting depth  of 2562 m MD and casing hanger landed. MWD/BHA    The section was drilled with Powerdrive X5. MWD/LWD:   - ARC Vision: Res, Annular Pres., both dynamic an d Static (ECD and ESD), Annular Temp. , Gamma Ray       CEMENTING   The 13 3/8"" casing was cemented with the shoe at 2562 mMD pumping 20 m3 of 1,67 SG spacer followed by 23.3 m3 1,90 SG  lead cement and 7 m3 tail cement. The cement job was performed with full returns. The to plug  bumped with 53 bar FCP and the casing was bumped w ith 142 bar. Pressure tested the casing to 345 bar with 1.43  sg Enviromul OBM. LOGGING   No logging was performed in this section."
224,Completion Report_250,"3.9 NO 15/9-F-15 A, 8 1/2"" (24.Dec.2008 10:00)   START: 24.Dec.2008 10:00  2591 mMD   END     : 08.Jan.2009 06:00  4095 mMD    OBJECTIVE   The main objective of the F-15 A was to optimise the design of the producer F-15 C of which the data aquisition is critical  information. SUMMARY   Ran in hole with 12 1/4"" BHA and drilled 13 3/8"" casing s hoetrack from 2534- to 2591 m MD while displacing to 1.25 sg  OBM. Circulated hole clean, spotted hi-vis pill and performed FIT to 1.56 sg. Performed drop gyro survey on the way out of  hole with the 12 1/4"" BHA. Made up and run in hole with 8 1/2"" BHA and drilled 8 1/2""  hole section to 2596 m MD wh en having problems steering. POOH with BHA and run back up Xceed and jar. Continued to drill the 8 1/2"" s ection to 2616 m MD when experiencing pressure increase in SPP and flucutations on torque and  WOB. Reamed and worked area  while pumping viscous slugs. Drilled from 2616- to 3180 m MD weighing up to 1.32 sg at 292 0 m MD prior to enter Cromer  Knoll. Due to bad response  from Xceed it was decided to pull BHA out of hole."
225,Completion Report_260,"Circulated well clean, pumped slug and pulled out of hole to 2890 m MD. Due to improper hole displacement it was d ecided to go back down to TD and pump out of open hole. While pumping out of  open hole some pack off tendencies and overp ull was experienced. At 13 3/8"" casing shoe a second slug was set and BHA was  pulled out of hole to surface. Changed out Xceed and MWD and RIH to 2594 m MD when experiencing obstructions. Washed down from 2594 m MD to  3180 m MD and continued to drill to 3385 m MD. Increased mud wei ght to 1.34 sg and continued to drill to TD at 4097 m MD  performing pressure points in lower Cromer Knoll and the Hugin Fm. At TD the well was circulated clean and it was rigged up for running VSP on wireline inside the drillpipe. Ran VSP logging tool, dropped gyro and pulled out of hole  while pumping with 1000 lpm w ith 8 1/2"" BHA without any  reported issues. Doc no     Date Rev no  21 of  94 FINAL WELL REPORT  Drilling Licence no: PL046BS, PL046BS, PL046BS Well: NO 15/9-F-15 A, NO 15/9-F-15 B, NO 15/9-F-15 C  12.08.2009 0        https://partners.statoil.com/sites/e5 996daa-4464-48cf-b2a7-751f98495a4b/Document library/FWR_NO 15_9-F-15[1].doc BIT RUNS   First bit run was run with  8 ½ Smith MDI716-M323 S/N JY6091  Nozzle configuration 7x14 TFA 1,053."
226,Completion Report_270,"Dull grading when pulled to change jar and Xceed;   0 0 NO A X I NO HP    Second bit run was re-run with  8 ½ Smith MDI716-M323 S/N JY6091  Nozzle configuration 7x14 TFA 1,053. Dull grading when pulled to change the Xceed;   1 4 WT S X I BT BHA    Third bit run was run with  8 ½ Smith MDI616 LBPX-M323 S/N JY3564  Nozzle configuration 5x15 1x16 TFA 1,060. Dull grading;  1 1 NO A X I NO TD    DRILLING FLUID   The 8 1/2"" section was drilled into the Sleipner Fm. belo w the Hugin reservoir with E NVIROMUL OBM. The section was  started off with a mudweight of 1.25 sg wh ich and was kept untill BHA wa s below the Ty Fm to reduce risk of losses in the Ty  Fm. The mud weight was then increased  to 1.32 sg as planned pr ior to drill through the Cromer Knoll- and Viking Gr. Prior to  enter the Cromer Knoll Gr. the mud weight was actually increas ed even a bit more to 1.34 sg. This was necessarry due to  problems in maintaining planned wellpath causing a higher inclination thr ough the Cromer Knoll Gr. Upon commencement of drilling, LCM materi al was added to the active volume to in troduce LCM into system."
227,Completion Report_280,"Subsequently,  added 2 sacks per hour each of SteelSeal, Baracarb 150 and Baracarb 50 to maintain concentration in active volume to ~30 kg/m3. CASING   No liner run in this section due to hole section being plugged back after collecting reservoir data to optimize producer F-15 C . MWD/BHA   The section was drilled with Powerdrive Xceed. MWD/LWD:   - Ecoscope, Telescope, Isonic and Stethoscope run on all three bit runs. Three BHA was run in total. The first run was pulled due to unexplainable pressure spikes observed at 2596 m MD when pulling off bottom to take survey. After this weight were taken followed by a pressure increase each time trying to go back down on bottom. No reduction in  flow nor torque were seen. It was decided to pull out of hole to run back up Xceed and jar. When at surface both the Xceed  tool and the jar was inspected without any evidence of someth ing being wrong with them."
